date,price
2018-06-21,270.45
2018-06-22,265.05
2018-06-25,265.05
2018-06-26,266.90
2018-06-27,266.60
2018-06-28,268.35
2018-06-29,268.35
2018-07-02,268.35
2018-07-03,268.35
2018-07-04,268.35
2018-07-05,268.35
2018-07-06,268.35
2018-07-09,268.35
2018-07-10,268.35
2018-07-11,268.35
2018-07-12,268.35
2018-07-13,268.35
2018-07-16,268.35
2018-07-17,270.00
2018-07-18,270.00
2018-07-19,270.00
2018-07-20,269.00
2018-07-23,271.30
2018-07-24,270.00
2018-07-25,270.00
2018-07-26,269.10
2018-07-27,265.35
2018-07-30,269.75
2018-07-31,265.65
2018-08-01,265.65
2018-08-02,265.65
2018-08-03,265.65
2018-08-06,265.65
2018-08-07,265.65
2018-08-08,266.00
2018-08-09,261.90
2018-08-10,261.70
2018-08-13,261.70
2018-08-14,261.70
2018-08-15,261.70
2018-08-16,258.80
2018-08-17,258.80
2018-08-20,259.85
2018-08-21,259.85
2018-08-22,259.85
2018-08-23,260.10
2018-08-24,260.10
2018-08-27,260.95
2018-08-28,263.15
2018-08-29,263.15
2018-08-30,263.15
2018-08-31,263.15
2018-09-03,263.15
2018-09-04,263.15
2018-09-05,263.15
2018-09-06,263.15
2018-09-07,263.15
2018-09-10,263.15
2018-09-11,263.15
2018-09-12,263.15
2018-09-13,263.15
2018-09-14,263.15
2018-09-17,263.15
2018-09-18,266.60
2018-09-19,268.90
2018-09-20,269.25
2018-09-21,267.20
2018-09-25,266.10
2018-09-26,266.80
2018-09-27,266.35
2018-09-28,264.00
2018-10-08,265.80
2018-10-09,265.80
2018-10-10,265.00
2018-10-11,262.40
2018-10-12,262.40
2018-10-15,262.40
2018-10-16,274.75
2018-10-17,277.70
2018-10-18,277.70
2018-10-19,277.70
2018-10-22,277.70
2018-10-23,278.70
2018-10-24,277.50
2018-10-25,278.15
2018-10-26,278.15
2018-10-29,278.15
2018-10-30,278.15
2018-10-31,275.65
2018-11-01,275.65
2018-11-02,275.65
2018-11-05,275.65
2018-11-06,275.65
2018-11-07,275.65
2018-11-08,275.65
2018-11-09,275.65
2018-11-12,275.65
2018-11-13,275.65
2018-11-14,275.65
2018-11-15,275.65
2018-11-16,273.35
2018-11-19,274.20
2018-11-20,275.30
2018-11-21,275.05
2018-11-22,275.65
2018-11-23,275.55
2018-11-26,275.45
2018-11-27,274.90
2018-11-28,273.50
2018-11-29,275.15
2018-11-30,275.10
2018-12-03,274.25
2018-12-04,274.30
2018-12-05,274.70
2018-12-06,275.65
2018-12-07,276.10
2018-12-10,279.20
2018-12-11,279.30
2018-12-12,277.85
2018-12-13,277.50
2018-12-14,277.60
2018-12-17,277.60
2018-12-18,279.65
2018-12-19,278.45
2018-12-20,278.30
2018-12-21,279.50
2018-12-24,281.00
2018-12-25,284.60
2018-12-26,285.20
2018-12-27,283.55
2018-12-28,282.10
2019-01-02,281.10
2019-01-03,286.25
2019-01-04,286.25
2019-01-07,285.00
2019-01-08,285.65
2019-01-09,285.65
2019-01-10,285.65
2019-01-11,285.65
2019-01-14,285.65
2019-01-15,285.65
2019-01-16,283.90
2019-01-17,282.50
2019-01-18,282.75
2019-01-21,282.60
2019-01-22,280.20
2019-01-23,281.70
2019-01-24,282.30
2019-01-25,281.00
2019-01-28,281.40
2019-01-29,283.10
2019-01-30,287.35
2019-01-31,283.50
2019-02-01,283.70
2019-02-11,289.00
2019-02-12,289.00
2019-02-13,289.00
2019-02-14,289.00
2019-02-15,289.00
2019-02-18,283.35
2019-02-19,285.35
2019-02-20,285.35
2019-02-21,285.85
2019-02-22,285.85
2019-02-25,292.15
2019-02-26,283.25
2019-02-27,283.25
2019-02-28,283.25
2019-03-01,283.25
2019-03-04,283.25
2019-03-05,283.25
2019-03-06,283.25
2019-03-07,283.25
2019-03-08,283.25
2019-03-11,283.25
2019-03-12,283.25
2019-03-13,283.25
2019-03-14,283.25
2019-03-15,283.25
2019-03-18,284.15
2019-03-19,285.10
2019-03-20,284.90
2019-03-21,286.05
2019-03-22,285.40
2019-03-25,285.60
2019-03-26,287.55
2019-03-27,286.70
2019-03-28,285.60
2019-03-29,280.85
2019-04-01,280.00
2019-04-02,280.00
2019-04-03,282.00
2019-04-04,282.00
2019-04-08,283.05
2019-04-09,283.00
2019-04-10,283.95
2019-04-11,281.65
2019-04-12,281.65
2019-04-15,281.65
2019-04-16,282.10
2019-04-17,281.55
2019-04-18,280.95
2019-04-19,279.70
2019-04-22,280.20
2019-04-23,279.85
2019-04-24,279.85
2019-04-25,279.05
2019-04-26,280.70
2019-04-29,280.70
2019-04-30,281.00
2019-05-06,281.00
2019-05-07,281.00
2019-05-08,281.00
2019-05-09,281.00
2019-05-10,281.00
2019-05-13,281.00
2019-05-14,281.00
2019-05-15,281.00
2019-05-16,289.00
2019-05-17,288.65
2019-05-20,286.80
2019-05-21,286.80
2019-05-22,286.30
2019-05-23,287.00
2019-05-24,288.25
2019-05-27,288.50
2019-05-28,288.50
2019-05-29,288.50
2019-05-30,287.30
2019-05-31,289.75
2019-06-03,292.75
2019-06-04,296.40
2019-06-05,298.25
2019-06-06,298.55
2019-06-10,298.00
2019-06-11,297.15
2019-06-12,300.15
2019-06-13,299.35
2019-06-14,301.20
2019-06-17,305.00
2019-06-18,296.90
2019-06-19,296.15
2019-06-20,307.00
2019-06-21,306.25
2019-06-24,306.20
2019-06-25,316.10
2019-06-26,313.90
2019-06-27,309.60
2019-06-28,316.00
2019-07-01,318.25
2019-07-02,318.25
2019-07-03,321.00
2019-07-04,320.90
2019-07-05,320.90
2019-07-08,314.65
2019-07-09,314.65
2019-07-10,314.65
2019-07-11,314.65
2019-07-12,314.65
2019-07-15,314.65
2019-07-16,316.15
2019-07-17,314.05
2019-07-18,317.40
2019-07-19,320.75
2019-07-22,318.30
2019-07-23,317.10
2019-07-24,317.60
2019-07-25,318.15
2019-07-26,316.20
2019-07-29,316.65
2019-07-30,318.10
2019-07-31,314.85
2019-08-01,315.10
2019-08-02,321.85
2019-08-05,331.40
2019-08-06,334.00
2019-08-07,339.95
2019-08-08,345.00
2019-08-09,343.90
2019-08-12,343.90
2019-08-13,343.90
2019-08-14,343.90
2019-08-15,343.90
2019-08-16,347.10
2019-08-19,346.30
2019-08-20,343.70
2019-08-21,345.90
2019-08-22,346.30
2019-08-23,342.85
2019-08-26,355.50
2019-08-27,353.95
2019-08-28,358.80
2019-08-29,364.15
2019-08-30,345.90
2019-09-02,356.95
2019-09-03,356.95
2019-09-04,356.90
2019-09-05,356.80
2019-09-06,356.80
2019-09-09,356.80
2019-09-10,356.80
2019-09-11,342.50
2019-09-12,342.50
2019-09-16,342.50
2019-09-17,344.60
2019-09-18,345.80
2019-09-19,343.80
2019-09-20,345.30
2019-09-23,349.15
2019-09-24,350.05
2019-09-25,351.55
2019-09-26,347.05
2019-09-27,345.90
2019-09-30,335.25
2019-10-08,339.95
2019-10-09,344.05
2019-10-10,347.10
2019-10-11,348.55
2019-10-14,348.55
2019-10-15,348.55
2019-10-16,340.00
2019-10-17,340.70
2019-10-18,345.00
2019-10-21,345.00
2019-10-22,344.95
2019-10-23,344.95
2019-10-24,344.95
2019-10-25,346.00
2019-10-28,339.15
2019-10-29,339.15
2019-10-30,339.15
2019-10-31,339.15
2019-11-01,339.15
2019-11-04,339.15
2019-11-05,339.15
2019-11-06,339.15
2019-11-07,339.15
2019-11-08,339.15
2019-11-11,339.15
2019-11-12,339.15
2019-11-13,339.15
2019-11-14,339.15
2019-11-15,339.15
2019-11-18,332.05
2019-11-19,334.05
2019-11-20,335.15
2019-11-21,334.55
2019-11-22,333.75
2019-11-25,331.50
2019-11-26,331.25
2019-11-27,332.00
2019-11-28,330.85
2019-11-29,331.55
2019-12-02,331.50
2019-12-03,332.30
2019-12-04,338.20
2019-12-05,337.15
2019-12-06,334.80
2019-12-09,332.80
2019-12-10,332.08
2019-12-11,332.10
2019-12-12,334.00
2019-12-13,331.00
2019-12-16,333.00
2019-12-17,333.42
2019-12-18,333.18
2019-12-19,333.46
2019-12-20,334.10
2019-12-23,335.70
2019-12-24,335.30
2019-12-25,338.06
2019-12-26,340.96
2019-12-27,339.20
2019-12-30,334.64
2019-12-31,349.00
2020-01-02,346.22
2020-01-03,346.22
2020-01-06,346.22
2020-01-07,346.22
2020-01-08,346.22
2020-01-09,346.22
2020-01-10,346.22
2020-01-13,346.22
2020-01-14,346.22
2020-01-15,346.22
2020-01-16,346.16
2020-01-17,346.08
2020-01-20,346.90
2020-01-21,350.02
2020-01-22,346.04
2020-01-23,347.30
2020-02-03,355.92
2020-02-04,354.34
2020-02-05,351.98
2020-02-06,349.00
2020-02-07,350.52
2020-02-10,351.94
2020-02-11,350.98
2020-02-12,351.60
2020-02-13,353.00
2020-02-14,352.82
2020-02-17,356.00
2020-02-18,357.40
2020-02-19,361.46
2020-02-20,365.82
2020-02-21,365.82
2020-02-24,378.06
2020-02-25,374.34
2020-02-26,375.40
2020-02-27,375.40
2020-02-28,379.22
2020-03-02,366.16
2020-03-03,366.16
2020-03-04,366.16
2020-03-05,366.16
2020-03-06,366.16
2020-03-09,366.16
2020-03-10,366.16
2020-03-11,366.16
2020-03-12,366.16
2020-03-13,366.16
2020-03-16,366.16
2020-03-17,330.20
2020-03-18,338.24
2020-03-19,335.48
2020-03-20,338.22
2020-03-23,338.72
2020-03-24,356.50
2020-03-25,362.66
2020-03-26,361.56
2020-03-27,366.02
2020-03-30,363.04
2020-03-31,362.00
2020-04-01,357.44
2020-04-02,357.58
2020-04-03,362.20
2020-04-07,371.60
2020-04-08,368.80
2020-04-09,370.00
2020-04-10,372.60
2020-04-13,372.00
2020-04-14,377.60
2020-04-15,376.00
2020-04-16,378.94
2020-04-17,370.82
2020-04-20,370.38
2020-04-21,373.56
2020-04-22,375.52
2020-04-23,378.30
2020-04-24,381.00
2020-04-27,381.44
2020-04-28,377.70
2020-04-29,378.98
2020-04-30,379.50
2020-05-06,375.04
2020-05-07,377.40
2020-05-08,377.34
2020-05-11,377.34
2020-05-12,371.72
2020-05-13,383.12
2020-05-14,383.12
2020-05-15,383.12
2020-05-18,399.36
2020-05-19,392.74
2020-05-20,396.70
2020-05-21,393.16
2020-05-22,392.60
2020-05-25,391.66
2020-05-26,393.02
2020-05-27,389.12
2020-05-28,391.52
2020-05-29,391.44
2020-06-01,395.60
2020-06-02,395.42
2020-06-03,391.58
2020-06-04,387.90
2020-06-05,388.60
2020-06-08,384.78
2020-06-09,384.00
2020-06-10,388.80
2020-06-11,393.00
2020-06-12,391.74
2020-06-15,392.00
2020-06-16,391.76
2020-06-17,391.64
2020-06-18,391.36
2020-06-19,392.20
2020-06-22,396.34
2020-06-23,393.58
2020-06-24,396.12
2020-06-29,398.00
2020-06-30,395.00
2020-07-01,400.14
2020-07-02,400.12
2020-07-03,400.12
2020-07-06,400.12
2020-07-07,400.12
2020-07-08,400.12
2020-07-09,400.12
2020-07-10,400.12
2020-07-13,400.12
2020-07-14,400.12
2020-07-15,400.12
2020-07-16,400.64
2020-07-17,397.88
2020-07-20,399.86
2020-07-21,401.68
2020-07-22,411.28
2020-07-23,413.24
2020-07-24,417.42
2020-07-27,425.38
2020-07-28,426.90
2020-07-29,427.34
2020-07-30,425.84
2020-07-31,430.00
2020-08-03,427.70
2020-08-04,427.94
2020-08-05,440.00
2020-08-06,442.00
2020-08-07,444.44
2020-08-10,440.30
2020-08-11,432.50
2020-08-12,413.40
2020-08-13,420.00
2020-08-14,420.00
2020-08-17,420.00
2020-08-18,432.00
2020-08-19,427.80
2020-08-20,417.72
2020-08-21,416.14
2020-08-24,415.60
2020-08-25,415.06
2020-08-26,414.66
2020-08-27,416.90
2020-08-28,416.70
2020-08-31,418.16
2020-09-01,419.54
2020-09-02,419.06
2020-09-03,421.38
2020-09-04,414.96
2020-09-07,414.60
2020-09-08,414.60
2020-09-09,414.60
2020-09-10,414.60
2020-09-11,414.60
2020-09-14,414.60
2020-09-15,417.08
2020-09-16,417.34
2020-09-17,414.14
2020-09-18,415.50
2020-09-21,415.80
2020-09-22,406.90
2020-09-23,399.96
2020-09-24,396.04
2020-09-25,399.74
2020-09-28,398.30
2020-09-29,403.00
2020-09-30,401.08
2020-10-09,404.10
2020-10-12,408.18
2020-10-13,406.20
2020-10-14,400.00
2020-10-15,400.00
2020-10-16,404.62
2020-10-19,403.58
2020-10-20,403.74
2020-10-21,405.26
2020-10-22,403.00
2020-10-23,402.08
2020-10-26,401.88
2020-10-27,403.40
2020-10-28,403.00
2020-10-29,401.08
2020-10-30,396.50
2020-11-02,398.16
2020-11-03,398.98
2020-11-04,394.94
2020-11-05,394.94
2020-11-06,395.64
2020-11-09,395.64
2020-11-10,395.64
2020-11-11,395.64
2020-11-12,395.64
2020-11-13,395.64
2020-11-16,395.64
2020-11-17,396.18
2020-11-18,393.64
2020-11-19,392.00
2020-11-20,392.18
2020-11-23,392.80
2020-11-24,383.32
2020-11-25,379.24
2020-11-26,380.22
2020-11-27,380.62
2020-11-30,371.22
2020-12-01,372.66
2020-12-02,377.58
2020-12-03,381.92
2020-12-04,382.26
2020-12-07,382.00
2020-12-08,387.00
2020-12-09,384.68
2020-12-10,381.00
2020-12-11,379.36
2020-12-14,379.86
2020-12-15,382.12
2020-12-16,387.60
2020-12-17,390.06
2020-12-18,392.48
2020-12-21,396.46
2020-12-22,389.10
2020-12-23,388.92
2020-12-24,390.00
2020-12-25,392.20
2020-12-28,390.72
2020-12-29,391.02
2020-12-30,392.38
2020-12-31,394.60
2021-01-04,395.80
2021-01-05,400.24
2021-01-06,398.02
2021-01-07,398.02
2021-01-08,396.60
2021-01-11,396.60
2021-01-12,385.00
2021-01-13,385.00
2021-01-14,385.00
2021-01-15,385.00
2021-01-18,385.30
2021-01-19,386.12
2021-01-20,387.30
2021-01-21,390.98
2021-01-22,388.90
2021-01-25,387.20
2021-01-26,387.88
2021-01-27,385.36
2021-01-28,383.48
2021-01-29,384.24
2021-02-01,388.96
2021-02-02,385.30
2021-02-03,380.70
2021-02-04,380.00
2021-02-05,379.84
2021-02-08,379.12
2021-02-09,383.94
2021-02-10,382.00
2021-02-18,372.78
2021-02-19,370.44
2021-02-22,375.50
2021-02-23,380.82
2021-02-24,378.74
2021-02-25,373.64
2021-02-26,369.84
2021-03-01,369.70
2021-03-02,364.18
2021-03-03,364.18
2021-03-04,363.00
2021-03-05,358.36
2021-03-08,358.36
2021-03-09,352.82
2021-03-10,358.66
2021-03-11,365.00
2021-03-12,365.00
2021-03-15,365.00
2021-03-16,363.78
2021-03-17,365.28
2021-03-18,368.36
2021-03-19,366.30
2021-03-22,364.36
2021-03-23,365.70
2021-03-24,365.20
2021-03-25,366.96
2021-03-26,364.84
2021-03-29,364.54
2021-03-30,359.58
2021-03-31,354.30
2021-04-01,363.24
2021-04-02,368.28
2021-04-06,367.00
2021-04-07,367.38
2021-04-08,367.64
2021-04-09,369.10
2021-04-12,366.90
2021-04-13,366.90
2021-04-14,366.90
2021-04-15,367.00
2021-04-16,371.56
2021-04-19,375.06
2021-04-20,370.20
2021-04-21,372.10
2021-04-22,374.50
2021-04-23,373.16
2021-04-26,371.34
2021-04-27,372.44
2021-04-28,373.22
2021-04-29,373.16
2021-04-30,369.22
2021-05-06,369.32
2021-05-07,375.10
2021-05-10,375.10
2021-05-11,380.00
2021-05-12,380.00
2021-05-13,380.00
2021-05-14,380.00
2021-05-17,380.00
2021-05-18,389.96
2021-05-19,390.30
2021-05-20,390.40
2021-05-21,390.40
2021-05-24,391.66
2021-05-25,389.82
2021-05-26,393.40
2021-05-27,390.96
2021-05-28,388.32
2021-05-31,390.70
2021-06-01,392.68
2021-06-02,386.10
2021-06-03,384.54
2021-06-04,380.92
2021-06-07,383.60
2021-06-08,385.26
2021-06-09,385.56
2021-06-10,386.16
2021-06-11,386.00
2021-06-15,380.00
2021-06-16,379.68
2021-06-17,374.66
2021-06-18,371.52
2021-06-21,371.52
2021-06-22,372.62
2021-06-23,372.20
2021-06-24,371.04
2021-06-25,369.74
2021-06-28,370.48
2021-06-29,369.48
2021-06-30,365.80
2021-07-01,368.68
2021-07-02,368.72
2021-07-05,373.00
2021-07-06,373.14
2021-07-07,373.26
2021-07-08,373.26
2021-07-09,377.00
2021-07-12,377.00
2021-07-13,370.00
2021-07-14,367.50
2021-07-15,367.50
2021-07-16,380.06
2021-07-19,376.48
2021-07-20,379.16
2021-07-21,377.94
2021-07-22,375.12
2021-07-23,376.70
2021-07-26,377.76
2021-07-27,374.62
2021-07-28,378.34
2021-07-29,379.78
2021-07-30,380.50
2021-08-02,376.66
2021-08-03,376.40
2021-08-04,377.78
2021-08-05,376.90
2021-08-06,375.00
2021-08-09,364.32
2021-08-10,363.40
2021-08-11,362.10
2021-08-12,365.58
2021-08-13,366.74
2021-08-16,366.74
2021-08-17,373.54
2021-08-18,374.38
2021-08-19,371.74
2021-08-20,372.88
2021-08-23,371.18
2021-08-24,376.04
2021-08-25,374.26
2021-08-26,372.72
2021-08-27,377.32
2021-08-30,377.88
2021-08-31,381.90
2021-09-01,377.48
2021-09-02,378.76
2021-09-03,378.76
2021-09-06,378.76
2021-09-07,378.76
2021-09-08,378.76
2021-09-09,378.76
2021-09-10,371.00
2021-09-13,368.24
2021-09-14,368.24
2021-09-15,368.24
2021-09-16,371.14
2021-09-17,367.38
2021-09-22,371.90
2021-09-23,368.62
2021-09-24,366.20
2021-09-27,367.04
2021-09-28,363.50
2021-09-29,363.26
2021-09-30,365.06
2021-10-08,366.20
2021-10-11,364.06
2021-10-12,366.20
2021-10-13,365.80
2021-10-14,365.80
2021-10-15,365.80
2021-10-18,367.84
2021-10-19,368.78
2021-10-20,365.88
2021-10-21,368.36
2021-10-22,368.74
2021-10-25,370.40
2021-10-26,370.86
2021-10-27,367.54
2021-10-28,370.86
2021-10-29,366.00
2021-11-01,365.44
2021-11-02,370.20
2021-11-03,369.70
2021-11-04,369.70
2021-11-05,369.70
2021-11-08,371.90
2021-11-09,374.00
2021-11-10,374.32
2021-11-11,373.18
2021-11-12,373.18
2021-11-15,375.00
2021-11-16,384.02
2021-11-17,382.26
2021-11-18,383.54
2021-11-19,382.74
2021-11-22,379.14
2021-11-23,371.78
2021-11-24,369.76
2021-11-25,369.78
2021-11-26,371.58
2021-11-29,370.22
2021-11-30,367.88
2021-12-01,366.98
2021-12-02,365.24
2021-12-03,364.28
2021-12-06,366.88
2021-12-07,366.02
2021-12-08,366.72
2021-12-09,365.04
2021-12-10,364.12
2021-12-13,366.28
2021-12-14,367.80
2021-12-15,367.80
2021-12-16,367.50
2021-12-17,371.30
2021-12-20,370.72
2021-12-21,367.80
2021-12-22,367.38
2021-12-23,370.62
2021-12-24,371.14
2021-12-27,372.26
2021-12-28,372.50
2021-12-29,371.44
2021-12-30,368.06
2021-12-31,373.20
2022-01-04,371.38
2022-01-05,371.38
2022-01-06,371.38
2022-01-07,371.38
2022-01-10,370.00
2022-01-11,370.00
2022-01-12,370.00
2022-01-13,370.00
2022-01-14,370.00
2022-01-17,370.00
2022-01-18,371.76
2022-01-19,371.46
2022-01-20,376.80
2022-01-21,376.46
2022-01-24,375.54
2022-01-25,376.32
2022-01-26,376.66
2022-01-27,369.96
2022-01-28,368.52
2022-02-07,370.86
2022-02-08,373.20
2022-02-09,374.52
2022-02-10,375.30
2022-02-11,374.18
2022-02-14,380.50
2022-02-15,380.50
2022-02-16,378.00
2022-02-17,381.48
2022-02-18,384.24
2022-02-21,383.68
2022-02-22,388.90
2022-02-23,386.06
2022-02-24,394.10
2022-02-25,389.56
2022-02-28,387.00
2022-03-01,385.58
2022-03-02,393.50
2022-03-03,392.44
2022-03-04,392.44
2022-03-07,394.66
2022-03-08,394.66
2022-03-09,416.30
2022-03-10,401.50
2022-03-11,404.66
2022-03-14,404.66
2022-03-15,404.66
2022-03-16,390.14
2022-03-17,394.62
2022-03-18,395.10
2022-03-21,393.90
2022-03-22,396.58
2022-03-23,393.78
2022-03-24,398.06
2022-03-25,399.98
2022-03-28,397.08
